#6
#      0.0000000000 W
#      0.6503730057 L
#      1.4469140088 G
#      2.3666803340 X
#      2.8265634967 W
#      3.1517499995 K
      0.0000000000       0.1425966862       0.1699300387       0.1806653539       0.2354228786       0.2764349070       0.4921606224       0.5009908635 
      0.1083955009       0.1283470525       0.1499293929       0.1605696164       0.2231737329       0.2490308410       0.4536366170       0.4606114764 
      0.2167910019       0.1312414136       0.1370514418       0.1679024476       0.2313355334       0.2449826672       0.4039235917       0.4306459211 
      0.3251865028       0.1025605891       0.1389515358       0.1695927703       0.2048810353       0.2224547126       0.3399915028       0.4098547469 
      0.4335820038       0.0863080120       0.1732734833       0.1962704564       0.2083602550       0.2353120209       0.3163263036       0.4064331030 
      0.5419775047       0.0768936426       0.1902667331       0.2081592251       0.2113441188       0.2399782053       0.2778049530       0.4089320482 
      0.6503730057       0.0652449654       0.2030360904       0.2033673224       0.2109776511       0.2247039982       0.2451822635       0.3988618727 
      0.7001568184       0.0719520514       0.1999798561       0.2110384594       0.2190543783       0.2410260716       0.2616747553       0.4199348197 
      0.7499406311       0.0649424717       0.1923141204       0.2119092418       0.2195275234       0.2397470623       0.2600208958       0.4420664440 
      0.7997244438       0.0554757415       0.1876631278       0.2141654184       0.2204150907       0.2439130411       0.2627401709       0.4791927800 
      0.8495082565       0.0394067818       0.1846611134       0.2143662421       0.2217495397       0.2505276457       0.2704087058       0.5195310823 
      0.8992920692       0.0201065054       0.1823589823       0.2164707836       0.2227705797       0.2470293246       0.2656997420       0.5631467542 
      0.9490758819      -0.0001241249       0.1820862106       0.2189193833       0.2232965036       0.2443841552       0.2608398134       0.6108845831 
      0.9988596946      -0.0202039013       0.1834537590       0.2208710839       0.2233479847       0.2433751735       0.2561529844       0.6618386864 
      1.0486435073      -0.0393601709       0.1858087907       0.2151287707       0.2199272186       0.2375096576       0.2465064880       0.7153713825 
      1.0984273199      -0.0570898440       0.1848186928       0.1905759911       0.2024431792       0.2173530266       0.2199285818       0.7702378282 
      1.1482111326      -0.0728713122       0.1910967700       0.2015088350       0.2076287637       0.2266040407       0.2343228447       0.8280337127 
      1.1979949453      -0.0865226540       0.2037489252       0.2070705167       0.2241131493       0.2404559957       0.2487923085       0.8911727758 
      1.2477787580      -0.0979645148       0.2008050324       0.2086164363       0.2174099259       0.2269538207       0.2313098216       0.9473695511 
      1.2975625707      -0.1069713320       0.1966918014       0.2028984144       0.2141799145       0.2225414787       0.2273520069       1.0006411049 
      1.3473463834      -0.1134454913       0.2015286533       0.2078191360       0.2204289983       0.2364015424       0.2427526555       1.0520620895 
      1.3971301961      -0.1173497118       0.2073563481       0.2178885866       0.2236791682       0.2495214044       0.2528904955       1.0910354176 
      1.4469140088      -0.1186564562       0.2069182695       0.2180711755       0.2235351321       0.2493340585       0.2529088173       1.1026168522 
      1.5176652646      -0.1160163909       0.2046609513       0.2149422182       0.2189848985       0.2327715552       0.2501357760       1.0904176668 
      1.5884165204      -0.1081333178       0.1989262991       0.2080108009       0.2144384137       0.2278805701       0.2455359710       1.0597183333 
      1.6591677762      -0.0950980599       0.2001702859       0.2146438836       0.2176377023       0.2456539800       0.2490619521       1.0157951649 
      1.7299190320      -0.0771762210       0.1930049935       0.2015653905       0.2149827266       0.2263358383       0.2328616970       0.9675552691 
      1.8006702878      -0.0546604459       0.2038486279       0.2108478661       0.2204923515       0.2420726500       0.2482037860       0.9248913284 
      1.8714215435      -0.0281579872       0.1779819175       0.1798722007       0.1985379339       0.2074492364       0.2235436971       0.8699395532 
      1.9421727993       0.0013589736       0.1709748169       0.1829130339       0.2025087548       0.2137386524       0.2211851886       0.8271728366 
      2.0129240551       0.0314165418       0.1751878323       0.1985944304       0.2039048303       0.2237257277       0.2306744307       0.7867466175 
      2.0836753109       0.0603996787       0.1679101883       0.2103219604       0.2210404390       0.2364488147       0.2456278061       0.7242012199 
      2.1544265667       0.0730713511       0.1617721576       0.2129726502       0.2236307069       0.2433597553       0.2524214837       0.6457864770 
      2.2251778225       0.1005194961       0.1577545107       0.2271763354       0.2494241904       0.2640551916       0.2711603898       0.5924128186 
      2.2959290783       0.0963307636       0.1533114854       0.2251566550       0.2456265519       0.2563759353       0.2753083537       0.5377224929 
      2.3666803340       0.0946828879       0.1461959195       0.2162379299       0.2216079428       0.2377476497       0.2869889640       0.5162688484 
      2.4433275278       0.0965999176       0.1472357548       0.2118428771       0.2192854873       0.2340936912       0.2999376161       0.5163133436 
      2.5199747216       0.1068246991       0.1598058720       0.2124509677       0.2351592198       0.2507727656       0.3334192298       0.5200364105 
      2.5966219153       0.1134572417       0.1374667224       0.1945648553       0.2226078344       0.2494382247       0.3681828441       0.5182645105 
      2.6732691091       0.1183626522       0.1364874917       0.1780495208       0.2158519428       0.2491598527       0.4050520851       0.5166008143 
      2.7499163029       0.1244032099       0.1423410630       0.1689415516       0.2224724044       0.2494975371       0.4465383850       0.5163059141 
      2.8265634967       0.1425966862       0.1699300395       0.1806653539       0.2354228857       0.2764350929       0.4921624016       0.5009936531 
      2.9349589976       0.1320153118       0.1550437326       0.1694013712       0.2267548934       0.2490116258       0.4512631783       0.4864909436 
      3.0433544985       0.1323881783       0.1551285365       0.1847116546       0.2158314344       0.2262213983       0.4309058023       0.4743266066 
      3.1517499995       0.1323921155       0.1550000068       0.1877152364       0.2240229831       0.2295587219       0.4206988888       0.4695535784 
